FIPS,STATE,NAME,ID,VERSION,START_DATE,END_DATE,CREATION_OR_CHANGE,CITATION,START_N,END_N,DATASET
48239,TX,JACKSON,txs_jackson,4,29 01 1842 0:00:00,26 06 1842 0:00:00,JACKSON lost to creation of LA BACA (Judicial County).,"(Texas Repub. Laws 1841, 6th cong., 1st sess./p. 74)",18420129,18420626,TX_AtlasHCB
48453,TX,TRAVIS,txs_travis,2,29 01 1842 0:00:00,26 06 1842 0:00:00,TRAVIS lost to creation of GUADALUPE (Judicial County).,"(Texas Repub. Laws 1841, 6th cong., 1st sess./p. 78)",18420129,18420626,TX_AtlasHCB
48241,TX,JASPER,txs_jasper,7,29 01 1842 0:00:00,26 06 1842 0:00:00,JASPER lost to creation of NECHES (Judicial County).,"(Texas Repub. Laws 1841, 6th cong., 1st sess./pp. 82-84)",18420129,18420626,TX_AtlasHCB
,TX,SMITH (Jud. Co.),txs_smithjc,1,01 02 1842 0:00:00,26 06 1842 0:00:00,SMITH (Judicial County) created by the Republic of Texas from NACOGDOCHES and small areas of HARRISON and SHELBY. SMITH (Judicial County) was located directly east of present SMITH.,"(Texas Repub. Laws 1841, 6th cong., 1st sess./pp. 87-89)",18420201,18420626,TX_AtlasHCB
48203,TX,HARRISON,txs_harrison,3,01 02 1842 0:00:00,26 06 1842 0:00:00,HARRISON lost small area to creation of SMITH (Judicial County).,"(Texas Repub. Laws 1841, 6th cong., 1st sess./pp. 87-89)",18420201,18420626,TX_AtlasHCB
48347,TX,NACOGDOCHES,txs_nacogdoches,9,01 02 1842 0:00:00,26 06 1842 0:00:00,NACOGDOCHES lost to creation of SMITH (Judicial County).,"(Texas Repub. Laws 1841, 6th cong., 1st sess./pp. 87-89)",18420201,18420626,TX_AtlasHCB
48177,TX,GONZALES,txs_gonzales,5,02 02 1842 0:00:00,26 06 1842 0:00:00,GONZALES lost to creation of DE WITT (Judicial County).,"(Texas Repub. Laws 1841, 6th cong., 1st sess./p. 89)",18420202,18420626,TX_AtlasHCB
,TX,DE WITT (Jud. Co.),txs_dewittjc,1,02 02 1842 0:00:00,26 06 1842 0:00:00,DE WITT (Judicial County) created by the Republic of Texas from GONZALES and VICTORIA; DE WITT (Judicial County) was located in the same general area as present DE WITT.,"(Texas Repub. Laws 1841, 6th cong., 1st sess./p. 89)",18420202,18420626,TX_AtlasHCB
48225,TX,HOUSTON,txs_houston,4,02 02 1842 0:00:00,26 06 1842 0:00:00,HOUSTON lost to creation of HAMILTON (Judicial County).,"(Texas Repub. Laws 1841, 6th cong., 1st sess./pp. 91-93)",18420202,18420626,TX_AtlasHCB
,TX,HAMILTON (Jud. Co.),txs_hamiltonjc,1,02 02 1842 0:00:00,26 06 1842 0:00:00,HAMILTON (Judicial County) created by the Republic of Texas from HOUSTON and MONTGOMERY; HAMILTON (Judicial County) was located in a different area of Texas from present HAMILTON.,"(Texas Repub. Laws 1841, 6th cong., 1st sess./pp. 91-93)",18420202,18420626,TX_AtlasHCB
,TX,MADISON (Jud. Co.),txs_madisonjc,1,02 02 1842 0:00:00,26 06 1842 0:00:00,MADISON (Judicial County) created by the Republic of Texas from MONTGOMERY; MADISON (Judicial County) was located south of present MADISON.,"(Texas Repub. Laws 1841, 6th cong., 1st sess./pp. 91-93)",18420202,18420626,TX_AtlasHCB
48339,TX,MONTGOMERY,txs_montgomery,4,02 02 1842 0:00:00,26 06 1842 0:00:00,MONTGOMERY lost to creation of HAMILTON (Judicial County) and MADISON (Judicial County).,"(Texas Repub. Laws 1841, 6th cong., 1st sess./pp. 91-93)",18420202,18420626,TX_AtlasHCB
48469,TX,VICTORIA,txs_victoria,5,02 02 1842 0:00:00,26 06 1842 0:00:00,VICTORIA lost to creation of DE WITT (Judicial County).,"(Texas Repub. Laws 1841, 6th cong., 1st sess./p. 89)",18420202,18420626,TX_AtlasHCB
48029,TX,SAN FERNANDO DE BEXAR,txs_bexar,,24 10 1731 0:00:00,,"SAN FERNANDO DE BEXAR (now BEXAR, original county) established as a municipality under the authority of New Spain. Precise boundaries not described [not mapped].","(Austin, 298; Cruz, 64-76)",17311024,,TX_AtlasHCB
48387,TX,RED RIVER,txs_redriver,,18 12 1837 0:00:00,,RED RIVER boundaries defined [this definition used for 11 November 1835 creation].,"(Texas Repub. Laws 1837, 2d cong., 1st sess./p. 89)",18371218,,TX_AtlasHCB
48453,TX,TRAVIS,txs_travis,,05 02 1840 0:00:00,,Western boundary of TRAVIS clarified [no change].,"(Texas Repub. Laws 1839, 4th cong./p. 181)",18400205,,TX_AtlasHCB
48073,TX,CHEROKEE,txs_cherokee,,13 07 1846 0:00:00,,CHEROKEE fully organized.,"(""Cherokee County,"" New Handbook of Texas, 2:59)",18460713,,TX_AtlasHCB
48085,TX,COLLIN,txs_collin,,13 07 1846 0:00:00,,COLLIN fully organized.,"(Stambaugh and Stambaugh, 41-42)",18460713,,TX_AtlasHCB
48091,TX,COMAL,txs_comal,,13 07 1846 0:00:00,,COMAL fully organized.,"(Kennedy, 78)",18460713,,TX_AtlasHCB
48113,TX,DALLAS,txs_dallas,,13 07 1846 0:00:00,,DALLAS fully organized.,"(Memorial and Biographical History of Dallas County, 185)",18460713,,TX_AtlasHCB
48121,TX,DENTON,txs_denton,,13 07 1846 0:00:00,,DENTON fully organized.,"(Kennedy, 84)",18460713,,TX_AtlasHCB
48123,TX,DE WITT,txs_dewitt,,13 07 1846 0:00:00,,DE WITT fully organized.,"(HRS Texas, De Witt, 9)",18460713,,TX_AtlasHCB
48037,TX,BOWIE,txs_bowie,,16 01 1843 0:00:00,,BOWIE boundaries clarified [no change].,"(Texas Repub. Laws 1842, 7th cong./p. 37)",18430116,,TX_AtlasHCB
,AR,"MILLER (Ark., original, extinct)",ars_miller01,1,01 04 1820 0:00:00,25 05 1824 0:00:00,"MILLER (Ark., original, extinct) created by Arkansas Territory from HEMPSTEAD (Ark.); included parts of present Arkansas, Oklahoma, and Texas.","(Ark. Terr. Acts 1820, 1st sess./pp. 83-86; Reynolds, 230-231)",18200401,18240525,TX_AtlasHCB
,AR,"MILLER (Ark., original, extinct)",ars_miller01,,18 10 1820 0:00:00,,"Treaty of Doak's Stand, between the United States and the Choctaw Indians, granted possession of the territory north of Red River and west of a point three miles below the mouth of Little River in present Arkansas to the Choctaws; included all of MILLER (Ark. Terr., extinct) north of Red River. White settlers protested, but the War Department did attempt to remove settlers living west of the Kiamichi River in present Oklahoma [not mapped].","(Royce, 700-703; Strickland, 162-165)",18201018,,TX_AtlasHCB
,AR,"MILLER (Ark., original, extinct)",ars_miller01,2,26 05 1824 0:00:00,05 05 1828 0:00:00,"MILLER (Ark., original, extinct) lost to Choctaw Indian territory when the western extent of Arkansas Territory was moved to a line running forty miles west of the southern corner of Missouri. No change to the portion of MILLER  that overlapped present Texas.","(U.S. Stat., vol. 4, ch. 155 [1824]/pp. 40-41; Morris, Goins, McReynolds, 21; Van Zandt, 119)",18240526,18280505,TX_AtlasHCB
,,,,,20 01 1825 0:00:00,,"Treaty of Washington between the United States and Choctaw Indians definitively established the eastern line of the Choctaw Session (present boundary between Arkansas and Oklahoma) and affirmed Choctaw control of that part of MILLER (Ark. Terr., extinct) north of the Red River.","(Royce, 708-709; Strickland, 162-163, 170)",18250120,,TX_AtlasHCB
5073,AR,LAFAYETTE (Ark.),ars_lafayette,1,01 02 1828 0:00:00,20 05 1840 0:00:00,LAFAYETTE (Ark.) created by Arkansas Territory from HEMPSTEAD (Ark.); included part of present Texas. HEMPSTEAD eliminated from present Texas. Act passed 15 October 1827; took effect 1 February 1828.,"(Ark. Terr. Acts 1827, 5th sess./pp. 10-12)",18280201,18400520,TX_AtlasHCB
,AR,"MILLER (Ark., original, extinct)",ars_miller01,3,06 05 1828 0:00:00,31 10 1828 0:00:00,"MILLER (Ark., original, extinct) lost to Indian lands when treaty between the U.S. and Cherokee Indians established the western line of Arkansas Territory north of Red River along the eastern line of the Choctaw Session. No change to the portion of MILLER that overlapped present Texas.","(Ark. Terr. Acts 1828, spec. sess./pp. 9-10; Royce, 720-721)",18280506,18281031,TX_AtlasHCB
5133,AR,SEVIER (Ark.),ars_sevier,1,01 11 1828 0:00:00,13 11 1829 0:00:00,"SEVIER (Ark.) created by Arkansas Territory from HEMPSTEAD (Ark.) and MILLER (Ark. Terr., extinct); included part of present Texas. Act passed 17 October 1828; took effect 1 November 1828.","(Ark. Terr. Acts 1828, spec. sess./pp. 5-8 and sec. 9/p. 28; Strickland, 42-43)",18281101,18291113,TX_AtlasHCB
,AR,"MILLER (Ark., original, extinct)",ars_miller01,5,14 11 1829 0:00:00,20 05 1840 0:00:00,"MILLER (Ark., original, extinct) gained from SEVIER (Ark.); SEVIER eliminated from present Texas.","(Ark. Terr. Acts 1829, 6th sess./p. 91)",18291114,18400520,TX_AtlasHCB
,AR,"MILLER (Ark., original, extinct)",ars_miller01,,01 11 1838 0:00:00,,"[by November 1838] Arkansas effectively lost control of MILLER (Ark., original, extinct)","(Ark. Acts 1838, 2d sess./p. 138; Reynolds, 234-235)",18381101,,TX_AtlasHCB
,AR,"MILLER (Ark., original, extinct)",ars_miller01,,21 05 1840 0:00:00,,"Survey of boundary between the Republic of Texas and the United States began.MILLER (Ark., original, extinct) officially became extinct as Texas claims to the area were upheld.","(U.S. Stat., vol. 5, ch. 75 [1844]/p. 674; Marshall, 235-236)",18400521,,TX_AtlasHCB
,,,,,24 06 1841 0:00:00,,"Surveyors reached the Red River, completing the survey of the boundary of the Republic of Texas with Arkansas and Louisiana.","(Marshall, 241)",18410624,,TX_AtlasHCB
48015,TX,AUSTIN,txs_austin,,29 01 1842 0:00:00,,Boundary between AUSTIN and WASHINGTON adjusted [change too small to map].,"(Texas Repub. Laws 1841, 6th cong., 1st sess./p. 76)",18420129,,TX_AtlasHCB
,,,,,27 06 1842 0:00:00,,[by 27 June 1842] Republic of Texas Supreme Court ruled judicial counties unconstitutional; all judicial counties eliminated.,"(""Stockton v. Montgomery"" in Dallam, 473-486)",18420627,,TX_AtlasHCB
48277,TX,LAMAR,txs_lamar,4,26 12 1842 0:00:00,02 01 1844 0:00:00,Part of LAMAR reverted to Non-County Area 4.,"(Texas Repub. Laws 1842, 7th cong./p. 1)",18421226,18440102,TX_AtlasHCB
48277,TX,LAMAR,txs_lamar,,16 01 1843 0:00:00,,Non-County Area 4 attached to LAMAR for administrative and judicial purposes.,"(Texas Repub. Laws 1842, 7th cong./pp. 37-38)",18430116,,TX_AtlasHCB
48401,TX,RUSK,txs_rusk,1,16 01 1843 0:00:00,30 12 1844 0:00:00,RUSK created by the Republic of Texas from NACOGDOCHES and small areas of both HARRISON and SHELBY; RUSK not fully organized.,"(Texas Repub. Laws 1842, 7th cong./pp. 39-41)",18430116,18441230,TX_AtlasHCB
48347,TX,NACOGDOCHES,txs_nacogdoches,11,16 01 1843 0:00:00,23 03 1846 0:00:00,NACOGDOCHES lost to creation of RUSK.,"(Texas Repub. Laws 1842, 7th cong./pp. 39-41)",18430116,18460323,TX_AtlasHCB
48203,TX,HARRISON,txs_harrison,5,16 01 1843 0:00:00,07 01 1844 0:00:00,HARRISON lost small area to creation of RUSK.,"(Texas Repub. Laws 1842, 7th cong./pp. 39-41)",18430116,18440107,TX_AtlasHCB
48015,TX,AUSTIN,txs_austin,,01 02 1844 0:00:00,,Part of the boundary between AUSTIN and WASHINGTON clarified [no change].,"(Texas Repub. Laws 1843, 8th cong./p. 58)",18440201,,TX_AtlasHCB
48391,TX,REFUGIO,txs_refugio,,18 01 1845 0:00:00,,REFUGIO re-organized.,"(Texas Repub. Laws 1844, 9th cong., 1st sess./p. 21)",18450118,,TX_AtlasHCB
48147,TX,FANNIN,txs_fannin,,28 02 1838 0:00:00,,[February 1838] FANNIN fully organized.,"(Hodge, 8)",18380228,,TX_AtlasHCB
48149,TX,FAYETTE,txs_fayette,,18 01 1838 0:00:00,,FAYETTE fully organized.,"(""Fayette County,"" New Handbook of Texas, 2:969)",18380118,,TX_AtlasHCB
48157,TX,FORT BEND,txs_fortbend,,13 01 1838 0:00:00,,FORT BEND fully organized.,"(""Fort Bend County,"" New Handbook of Texas, 2:1087)",18380113,,TX_AtlasHCB
48181,TX,GRAYSON,txs_grayson,,13 07 1846 0:00:00,,GRAYSON fully organized.,"(Kennedy, 99)",18460713,,TX_AtlasHCB
48185,TX,GRIMES,txs_grimes,,15 07 1846 0:00:00,,GRIMES fully organized.,"(Ray, 355)",18460715,,TX_AtlasHCB
48187,TX,GUADALUPE,txs_guadalupe,,07 08 1846 0:00:00,,GUADALUPE fully organized.,"(HRS Texas, Guadalupe, 6)",18460807,,TX_AtlasHCB
48203,TX,HARRISON,txs_harrison,,18 06 1842 0:00:00,,HARRISON fully organized.,"(Gournay, 39-40)",18420618,,TX_AtlasHCB
48213,TX,HENDERSON,txs_henderson,,04 08 1846 0:00:00,,HENDERSON fully organized.,"(""Henderson County,"" New Handbook of Texas, 3:557)",18460804,,TX_AtlasHCB
48223,TX,HOPKINS,txs_hopkins,,13 07 1846 0:00:00,,HOPKINS fully organized.,"(Kennedy, 109)",18460713,,TX_AtlasHCB
48225,TX,HOUSTON,txs_houston,,04 09 1837 0:00:00,,HOUSTON fully organized.,"(Texas Repub. Laws 1836, 1st cong./p. 271)",18370904,,TX_AtlasHCB
48277,TX,LAMAR,txs_lamar,,01 02 1841 0:00:00,,LAMAR fully organized.,"(""Lamar County,"" New Handbook of Texas, 4:40)",18410201,,TX_AtlasHCB
48285,TX,LAVACA,txs_lavaca,,13 07 1846 0:00:00,,LAVACA fully organized.,"(Kennedy, 123)",18460713,,TX_AtlasHCB
48289,TX,LEON,txs_leon,,13 07 1846 0:00:00,,LEON fully organized.,"(Kennedy, 126)",18460713,,TX_AtlasHCB
48293,TX,LIMESTONE,txs_limestone,,18 08 1846 0:00:00,,LIMESTONE fully organized.,"(""Limestone County,"" New Handbook of Texas, 4:199)",18460818,,TX_AtlasHCB
48349,TX,NAVARRO,txs_navarro,,13 07 1846 0:00:00,,NAVARRO fully organized.,"(Putman, 3)",18460713,,TX_AtlasHCB
48351,TX,NEWTON,txs_newton,,13 07 1846 0:00:00,,NEWTON fully organized.,"(Kennedy, 141)",18460713,,TX_AtlasHCB
48365,TX,PANOLA,txs_panola,,18 07 1846 0:00:00,,PANOLA fully organized.,"(""Panola County,"" New Handbook of Texas, 5:46)",18460718,,TX_AtlasHCB
48373,TX,POLK,txs_polk,,10 07 1846 0:00:00,,POLK fully organized.,"(Kennedy, 146)",18460710,,TX_AtlasHCB
48395,TX,ROBERTSON,txs_robertson,,01 03 1838 0:00:00,,[by March 1838] ROBERTSON fully organized.,"(HRS Texas, Robertson, 4)",18380301,,TX_AtlasHCB
48401,TX,RUSK,txs_rusk,,23 09 1843 0:00:00,,[by 23 September 1843] RUSK fully organized.,"(Winfrey, 20)",18430923,,TX_AtlasHCB
48423,TX,SMITH,txs_smith,,08 08 1846 0:00:00,,SMITH fully organized.,"(Johnson, 10)",18460808,,TX_AtlasHCB
48449,TX,TITUS,txs_titus,,13 07 1846 0:00:00,,TITUS fully organized.,"(Kennedy, 163)",18460713,,TX_AtlasHCB
48453,TX,TRAVIS,txs_travis,,29 02 1840 0:00:00,,[February 1840] TRAVIS fully organized.,"(""Travis County,"" New Handbook of Texas, 6:553)",18400229,,TX_AtlasHCB
48457,TX,TYLER,txs_tyler,,13 07 1846 0:00:00,,TYLER fully organized.,"(Kennedy, 165)",18460713,,TX_AtlasHCB
48459,TX,UPSHUR,txs_upshur,,13 07 1846 0:00:00,,UPSHUR fully organized.,"(Kennedy, 165)",18460713,,TX_AtlasHCB
48471,TX,WALKER,txs_walker,,27 07 1846 0:00:00,,WALKER fully organized.,"(""Walker County,"" New Handbook of Texas, 6:800)",18460727,,TX_AtlasHCB
48481,TX,WHARTON,txs_wharton,,13 07 1846 0:00:00,,WHARTON fully organized.,"(Kennedy, 173)",18460713,,TX_AtlasHCB
48147,TX,FANNIN,txs_fannin,3,14 03 1846 0:00:00,31 12 2000 0:00:00,Part of FANNIN reverted to non-county area that was designated Fannin Land District.,"(Texas Laws 1846, 1st leg./p. 6)",18460314,20001231,TX_AtlasHCB
,TX,Non-County Area 4,txs_nca4,,25 03 1846 0:00:00,,Non-County Area 4 eliminated when it lost all territory to creation of HOPKINS.,"(Texas Laws 1846, 1st leg./p. 24)",18460325,,TX_AtlasHCB
48181,TX,GRAYSON,txs_grayson,1,17 03 1846 0:00:00,11 01 1848 0:00:00,GRAYSON created from non-county area in Fannin Land District; northern part of Fannin Land District attached to GRAYSON for administrative and judicial purposes. GRAYSON not fully organized.,"(Texas Laws 1846, 1st leg./p. 7)",18460317,18480111,TX_AtlasHCB
48395,TX,ROBERTSON,txs_robertson,6,17 03 1846 0:00:00,29 03 1846 0:00:00,ROBERTSON lost to creation of LEON.,"(Texas Laws 1846, 1st leg./p. 8)",18460317,18460329,TX_AtlasHCB
48289,TX,LEON,txs_leon,1,17 03 1846 0:00:00,26 01 1853 0:00:00,LEON created from ROBERTSON; LEON not fully organized.,"(Texas Laws 1846, 1st leg./p. 8)",18460317,18530126,TX_AtlasHCB
48029,TX,BEXAR,txs_bexar,8,24 03 1846 0:00:00,29 03 1846 0:00:00,BEXAR lost to creation of COMAL.,"(Texas Laws 1846, 1st leg./p. 13)",18460324,18460329,TX_AtlasHCB
48177,TX,GONZALES,txs_gonzales,7,24 03 1846 0:00:00,29 03 1846 0:00:00,GONZALES lost to creation of COMAL and DE WITT.,"(Texas Laws 1846, 1st leg./pp. 13, 18)",18460324,18460329,TX_AtlasHCB
48453,TX,TRAVIS,txs_travis,4,24 03 1846 0:00:00,29 03 1846 0:00:00,TRAVIS lost to creation of COMAL.,"(Texas Laws 1846, 1st leg./p. 13)",18460324,18460329,TX_AtlasHCB
48203,TX,HARRISON,txs_harrison,8,30 03 1846 0:00:00,26 04 1846 0:00:00,HARRISON lost to creation of PANOLA.,"(Texas Laws 1846, 1st leg./p. 31)",18460330,18460426,TX_AtlasHCB
48401,TX,RUSK,txs_rusk,4,30 03 1846 0:00:00,29 04 1874 0:00:00,RUSK lost to creation of PANOLA.,"(Texas Laws 1846, 1st leg./p. 31)",18460330,18740429,TX_AtlasHCB
48365,TX,PANOLA,txs_panola,1,30 03 1846 0:00:00,31 12 2000 0:00:00,PANOLA created from HARRISON and RUSK; PANOLA not fully organized.,"(Texas Laws 1846, 1st leg./p. 31)",18460330,20001231,TX_AtlasHCB
48029,TX,BEXAR,txs_bexar,9,30 03 1846 0:00:00,11 05 1846 0:00:00,BEXAR lost to creation of GUADALUPE.,"(Texas Laws 1846, 1st leg./p. 33)",18460330,18460511,TX_AtlasHCB
48177,TX,GONZALES,txs_gonzales,8,30 03 1846 0:00:00,05 04 1846 0:00:00,GONZALES lost to creation of GUADALUPE.,"(Texas Laws 1846, 1st leg./p. 33)",18460330,18460405,TX_AtlasHCB
48453,TX,TRAVIS,txs_travis,5,30 03 1846 0:00:00,29 02 1848 0:00:00,TRAVIS lost to creation of GUADALUPE.,"(Texas Laws 1846, 1st leg./p. 33)",18460330,18480229,TX_AtlasHCB
48331,TX,MILAM,txs_milam,8,24 03 1846 0:00:00,11 05 1846 0:00:00,MILAM lost to creation of BURLESON.,"(Texas Laws 1846, 1st leg./pp. 16-18)",18460324,18460511,TX_AtlasHCB
48051,TX,BURLESON,txs_burleson,1,24 03 1846 0:00:00,27 07 1856 0:00:00,BURLESON created from MILAM; BURLESON not fully organized.,"(Texas Laws 1846, 1st leg./pp. 16-18)",18460324,18560727,TX_AtlasHCB
48469,TX,VICTORIA,txs_victoria,8,24 03 1846 0:00:00,31 03 1846 0:00:00,VICTORIA lost to creation of DE WITT.,"(Texas Laws 1846, 1st leg./p. 18)",18460324,18460331,TX_AtlasHCB
48123,TX,DE WITT,txs_dewitt,1,24 03 1846 0:00:00,25 02 1848 0:00:00,"DE WITT created from GOLIAD, GONZALES, and VICTORIA; DE WITT not fully organized.","(Texas Laws 1846, 1st leg./p. 18)",18460324,18480225,TX_AtlasHCB
48225,TX,HOUSTON,txs_houston,6,24 03 1846 0:00:00,25 01 1850 0:00:00,HOUSTON lost to creation of ANDERSON.,"(Texas Laws 1846, 1st leg./p. 20)",18460324,18500125,TX_AtlasHCB
48015,TX,AUSTIN,txs_austin,12,24 03 1846 0:00:00,12 03 1848 0:00:00,"AUSTIN exchanged with FORT BEND. Area between Sixteen Mile Creek and San Bernard River was in dispute, although it appears that the 1841 boundary line continued to be generally observed. Boundary question settled 30 October 1931. [disputed area]","(Texas Laws 1846, 1st leg./p. 15)",18460324,18480312,TX_AtlasHCB
48157,TX,FORT BEND,txs_fortbend,4,24 03 1846 0:00:00,12 03 1848 0:00:00,"FORT BEND exchanged with AUSTIN, lost to BRAZORIA. Area between Sixteen Mile Creek and San Bernard River was in dispute, although it appears that the 1841 boundary line continued to be generally observed. Boundary question settled 30 October 1931.","(Texas Laws 1846, 1st leg./p. 15)",18460324,18480312,TX_AtlasHCB
48321,TX,MATAGORDA,txs_matagorda,8,24 03 1846 0:00:00,29 03 1846 0:00:00,MATAGORDA exchanged small areas with BRAZORIA.,"(Texas Laws 1846, 1st leg./pp. 18-20)",18460324,18460329,TX_AtlasHCB
48039,TX,BRAZORIA,txs_brazoria,10,24 03 1846 0:00:00,31 12 2000 0:00:00,"BRAZORIA gained from FORT BEND, and exchanged small areas with MATAGORDA.","(Texas Laws 1846, 1st leg./pp. 15, 18-20)",18460324,20001231,TX_AtlasHCB
48395,TX,ROBERTSON,txs_robertson,7,30 03 1846 0:00:00,10 04 1846 0:00:00,ROBERTSON lost to creation of DALLAS.,"(Texas Laws 1846, 1st leg./p. 26)",18460330,18460410,TX_AtlasHCB
48373,TX,POLK,txs_polk,1,30 03 1846 0:00:00,12 08 1870 0:00:00,POLK created from LIBERTY; POLK not fully organized.,"(Texas Laws 1846, 1st leg./pp. 27-29)",18460330,18700812,TX_AtlasHCB
48457,TX,TYLER,txs_tyler,1,03 04 1846 0:00:00,21 01 1858 0:00:00,TYLER created from LIBERTY; TYLER not fully organized.,"(Texas Laws 1846, 1st leg./pp. 42-44)",18460403,18580121,TX_AtlasHCB
48291,TX,LIBERTY,txs_liberty,12,30 03 1846 0:00:00,02 04 1846 0:00:00,LIBERTY lost to creation of POLK.,"(Texas Laws 1846, 1st leg./pp. 27-29)",18460330,18460402,TX_AtlasHCB
,TX,Fannin Land District,txs_fanninld,3,03 04 1846 0:00:00,10 04 1846 0:00:00,Fannin Land District lost to creation of COLLIN; southern part of Fannin Land District attached to COLLIN for administrative and judicial purposes.,"(Texas Laws 1846, 1st leg./p. 44)",18460403,18460410,TX_AtlasHCB
48085,TX,COLLIN,txs_collin,1,03 04 1846 0:00:00,31 12 2000 0:00:00,COLLIN created from non-county area of Fannin Land District; resulted in an overlap with GRAYSON (see Overlap Area 1). Southern part Fannin Land District attached to COLLIN for administrative and judicial purposes. COLLIN not fully organized.,"(Texas Laws 1846, 1st leg./p. 44)",18460403,20001231,TX_AtlasHCB
48481,TX,WHARTON,txs_wharton,1,03 04 1846 0:00:00,31 12 2000 0:00:00,"WHARTON created from COLORADO, JACKSON, and all of Non-County Area 5; WHARTON not fully organized.","(Texas Laws 1846, 1st leg./p. 38)",18460403,20001231,TX_AtlasHCB
48089,TX,COLORADO,txs_colorado,7,03 04 1846 0:00:00,05 04 1846 0:00:00,COLORADO lost to creation of WHARTON.,"(Texas Laws 1846, 1st leg./p. 38)",18460403,18460405,TX_AtlasHCB
48057,TX,CALHOUN,txs_calhoun,1,04 04 1846 0:00:00,31 08 1856 0:00:00,CALHOUN created from Non-County Area 6 and Non-County Area 7 (formerly parts of JACKSON and VICTORIA); CALHOUN not fully organized.,"(Texas Laws 1846, 1st leg./p. 48)",18460404,18560831,TX_AtlasHCB
48149,TX,FAYETTE,txs_fayette,5,06 04 1846 0:00:00,10 02 1854 0:00:00,FAYETTE lost to creation of LAVACA.,"(Texas Laws 1846, 1st leg./p. 49)",18460406,18540210,TX_AtlasHCB
48177,TX,GONZALES,txs_gonzales,9,06 04 1846 0:00:00,05 03 1848 0:00:00,GONZALES lost to creation of LAVACA.,"(Texas Laws 1846, 1st leg./p. 49)",18460406,18480305,TX_AtlasHCB
48089,TX,COLORADO,txs_colorado,8,06 04 1846 0:00:00,13 07 1905 0:00:00,"COLORADO gained from Non-County Area 8, lost to creation of LAVACA.","(Texas Laws 1846, 1st leg./pp. 37, 49)",18460406,19050713,TX_AtlasHCB
48285,TX,LAVACA,txs_lavaca,1,06 04 1846 0:00:00,10 02 1854 0:00:00,"LAVACA created from COLORADO, FAYETTE, GONZALES, and Non-County Area 8; LAVACA not fully organized.","(Texas Laws 1846, 1st leg./p. 49)",18460406,18540210,TX_AtlasHCB
48185,TX,GRIMES,txs_grimes,1,06 04 1846 0:00:00,26 01 1853 0:00:00,GRIMES created from MONTGOMERY; GRIMES not fully organized.,"(Texas Laws 1846, 1st leg./p. 50)",18460406,18530126,TX_AtlasHCB
48471,TX,WALKER,txs_walker,1,06 04 1846 0:00:00,26 01 1853 0:00:00,WALKER created from MONTGOMERY; WALKER not fully organized.,"(Texas Laws 1846, 1st leg./p. 51)",18460406,18530126,TX_AtlasHCB
48339,TX,MONTGOMERY,txs_montgomery,6,06 04 1846 0:00:00,12 08 1870 0:00:00,MONTGOMERY lost to creation of GRIMES and WALKER.,"(Texas Laws 1846, 1st leg./pp. 50-51)",18460406,18700812,TX_AtlasHCB
48239,TX,JACKSON,txs_jackson,7,01 04 1846 0:00:00,02 04 1846 0:00:00,JACKSON gained from VICTORIA.,"(Texas Laws 1846, 1st leg./p. 35)",18460401,18460402,TX_AtlasHCB
48469,TX,VICTORIA,txs_victoria,9,01 04 1846 0:00:00,31 08 1856 0:00:00,"VICTORIA boundaries redefined: VICTORIA gained from REFUGIO, lost to JACKSON. Part of VICTORIA reverted to Non-County Area 6 that became CALHOUN on 4 April 1846.","(Texas Laws 1846, 1st leg./p. 35)",18460401,18560831,TX_AtlasHCB
48347,TX,NACOGDOCHES,txs_nacogdoches,13,25 03 1846 0:00:00,29 03 1846 0:00:00,NACOGDOCHES lost to creation of HOPKINS.,"(Texas Laws 1846, 1st leg./p. 24)",18460325,18460329,TX_AtlasHCB
48223,TX,HOPKINS,txs_hopkins,1,25 03 1846 0:00:00,08 06 1870 0:00:00,HOPKINS created from NACOGDOCHES and from Non-County Area 4 attached to LAMAR; HOPKINS not fully organized.,"(Texas Laws 1846, 1st leg./p. 24)",18460325,18700608,TX_AtlasHCB
48347,TX,NACOGDOCHES,txs_nacogdoches,14,30 03 1846 0:00:00,10 04 1846 0:00:00,NACOGDOCHES lost to creation of DALLAS.,"(Texas Laws 1846, 1st leg./p. 26)",18460330,18460410,TX_AtlasHCB
48113,TX,DALLAS,txs_dallas,1,30 03 1846 0:00:00,31 12 2000 0:00:00,DALLAS created from NACOGDOCHES and ROBERTSON; DALLAS not fully organized.,"(Texas Laws 1846, 1st leg./p. 26)",18460330,20001231,TX_AtlasHCB
48347,TX,NACOGDOCHES,txs_nacogdoches,15,11 04 1846 0:00:00,17 04 1846 0:00:00,"NACOGDOCHES divided into two parts when it lost to creation of CHEROKEE, HUNT, and SMITH.","(Texas Laws 1846, 1st leg./pp. 55-58, 63-65)",18460411,18460417,TX_AtlasHCB
48423,TX,SMITH,txs_smith,1,11 04 1846 0:00:00,31 12 2000 0:00:00,SMITH created from NACOGDOCHES; SMITH not fully organized.,"(Texas Laws 1846, 1st leg./pp. 55-57)",18460411,20001231,TX_AtlasHCB
48231,TX,HUNT,txs_hunt,1,11 04 1846 0:00:00,08 06 1870 0:00:00,HUNT created from NACOGDOCHES and from non-county area in Fannin Land District; HUNT not fully organized.,"(Texas Laws 1846, 1st leg./p. 58)",18460411,18700608,TX_AtlasHCB
